origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LAX5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j52,11497,8959.2,1119.9,0.00017814090543798552,0.0,0.0,0.0,11199
LGB5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j74,11497,9168.0,1146.0,0.00017408376963350786,0.0,0.0,2.730048279245845e-06,11460
LAX5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j105,11497,8924.0,1115.5,0.00017884356790676828,0.0,0.0,622.036081490694,11155
LGB5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j21,11497,9136.0,1142.0,0.00017469352014010508,0.0,0.0,0.0,11420
DLA5,DLA5,ds_resource,2021-05-12 20:00:00,soft,1.0,j56,1906,1229.6,153.70000000000002,0.0012979830839297331,2.6625151024065154e-12,0.04511447413371299,575.6687587971263,1537
DLA5,DLA5,ds_resource,2021-05-11 20:00:00,soft,1.0,j3,476,218.4,27.3,0.007307692307692308,0.0,0.0,0.0,273
DPS1,DPS1,ds_resource,2021-05-11 20:00:00,soft,1.0,j4,859,201.6,25.200000000000003,0.007916666666666666,0.0,0.0,0.0,252
DPS3,DPS3,ds_resource,2021-05-11 20:00:00,soft,1.0,j5,183,40.8,5.1000000000000005,0.03911764705882353,0.0,0.0,0.0,51
DSD1,DSD1,ds_resource,2021-05-11 20:00:00,soft,1.0,j6,432,151.2,18.900000000000002,0.010555555555555554,0.0,0.0,0.0,189
DPS3,DPS3,ds_resource,2021-05-12 20:00:00,soft,1.0,j58,732,488.8,61.1,0.003265139116202946,1.889275657148254e-10,0.02967659550230759,476.96511923086916,611
DSD2,DSD2,ds_resource,2021-05-11 20:00:00,soft,1.0,j7,119,41.6,5.2,0.038365384615384614,0.0,0.0,0.0,52
DSD1,DSD1,ds_resource,2021-05-12 20:00:00,soft,1.0,j59,1729,1160.8,145.1,0.0013749138525155067,7.101427223435374e-12,0.04511782404395295,912.7072279616741,1451
DSD2,DSD2,ds_resource,2021-05-12 20:00:00,soft,1.0,j60,474,305.6,38.2,0.005222513089005235,4.4353790702055364e-11,0.023079331473755148,264.281242437979,382
DPS1,DPS1,ds_resource,2021-05-12 20:00:00,soft,1.0,j57,3436,2316.0,289.5,0.000689119170984456,6.649425009757004e-12,0.06304157058232611,2049.7417895483086,2895
LGB3,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j15,19,0.0,0.0,100000000.0,1.840000000440579,0.0,0.0,0
LGB3,DLA5,fcds_resource,2021-05-12 12:00:00,soft,1.0,j65,72,35.2,4.4,0.04534090909090909,1.1800000006166682,26.025062671706998,61.225062670242295,44
LGB3,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j66,188,47.2,5.9,0.0338135593220339,0.2986970934044274,8.83364838216353,56.033648376371,59
LGB7,DSD2,fcds_resource,2021-05-11 12:00:00,soft,1.0,j27,3,0.0,0.0,100000000.0,0.4632474845316452,0.0,0.0,0
LGB3,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j67,30,10.4,1.3,0.15346153846153845,0.45644192109026543,2.974308261518887,13.374308257730968,13
LGB3,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j14,8,0.0,0.0,100000000.0,0.456441918268917,0.0,0.0,0
LGB3,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j13,47,0.0,0.0,100000000.0,0.29869708998919964,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j78,84,18.4,2.3000000000000003,0.0867391304347826,1.350000003588148,15.563909817083417,33.963909815803206,23
LGB7,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j79,51,24.0,3.0,0.0665,0.24999979202156475,3.7593953755757514,27.75939536874509,30
LGB7,DSD2,fcds_resource,2021-05-12 12:00:00,soft,1.0,j80,14,2.4,0.30000000000000004,0.6649999999999999,0.463247494934881,0.6966127780432162,3.0966127743378227,3
ONT6,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j87,16,4.0,0.5,0.399,0.3900000096607957,0.977443637664477,4.977443633234729,5
LGB3,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j68,77,32.0,4.0,0.049875,1.8400000004334778,36.892230586071705,68.89223058513247,40
LGB3,DLA5,fcds_resource,2021-05-11 12:00:00,soft,1.0,j12,18,0.0,0.0,100000000.0,1.1799999999504585,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j0,7,0.0,0.0,100000000.0,1.7264419177832835,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j53,28,8.0,1.0,0.1995,1.7264419200172902,8.653844211614196,16.65384421061299,10
LGB7,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j26,13,0.0,0.0,100000000.0,0.24999978964086256,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j25,21,0.0,0.0,100000000.0,1.3499999988719025,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j34,4,0.0,0.0,100000000.0,0.3899999990236225,0.0,0.0,0
LGB7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j29,99,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB6,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j77,60,33.6,4.2,0.12017499999999998,1.1713195513982442,9.746782205776038,43.346782204263015,42
PHX6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.29,j97,192,92.0,11.5,0.09177,3.2999999936288003,35.95946380818205,127.95946380765798,115
LAS7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.36,j11,130,0.8,0.1,8.698200000000002,0.0,0.0,0.0,1
LGB7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j82,396,289.6,36.2,0.013942955801104969,1.0513029091670099,75.40028988018521,365.0002898785572,362
FAT1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.26,j9,134,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j84,146,71.2,8.9,0.12014831460674158,3.781302969461067,31.471960151024135,102.67196015056707,89
ONT2,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j86,119,61.6,7.7,0.06658636363636364,1.2413029110438223,18.64199880196816,80.24199880057374,77
LGB7,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j40,99,16.8,2.1,0.24034999999999995,0.0,0.0,0.0,21
ONT2,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j33,30,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j31,37,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,3.36,j2,141,1.6,0.2,3.3516,0.0,0.0,0.0,2
LGB7,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j93,396,299.2,37.4,0.013495588235294117,0.24999978994694627,18.5245567425754,317.72455673580737,374
OAK4,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j94,146,67.2,8.4,0.1273,3.710211148183134,29.14541357613757,96.3454135756365,84
LGB6,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j24,15,8.8,1.1,0.4588499999999999,0.0,0.0,0.0,11
