origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LAX5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j52,11497,8959.2,1119.9,0.00017814090543798552,0.0,0.0,0.0,11199
LGB5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j74,11497,9154.4,1144.3,0.00017434239272917944,0.0,0.0,127.04670222847173,11443
LAX5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j105,11497,8570.4,1071.3,0.00018622234668160182,0.0,0.0,216.96265061069158,10713
LGB5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j21,11497,9136.0,1142.0,0.00017469352014010508,0.0,0.0,0.0,11420
DLA5,DLA5,ds_resource,2021-05-12 20:00:00,soft,1.0,j56,1906,916.8,114.60000000000001,0.0017408376963350784,0.0,0.0,73.74837089695974,1146
DLA5,DLA5,ds_resource,2021-05-11 20:00:00,soft,1.0,j3,476,218.4,27.3,0.007307692307692308,0.0,0.0,0.0,273
DPS1,DPS1,ds_resource,2021-05-11 20:00:00,soft,1.0,j4,859,201.6,25.200000000000003,0.007916666666666666,0.0,0.0,0.0,252
DPS3,DPS3,ds_resource,2021-05-11 20:00:00,soft,1.0,j5,183,40.8,5.1000000000000005,0.03911764705882353,0.0,0.0,0.0,51
DSD1,DSD1,ds_resource,2021-05-11 20:00:00,soft,1.0,j6,432,151.2,18.900000000000002,0.010555555555555554,0.0,0.0,0.0,189
DPS3,DPS3,ds_resource,2021-05-12 20:00:00,soft,1.0,j58,732,231.2,28.900000000000002,0.006903114186851211,0.0,0.0,135.77197080064514,289
DSD2,DSD2,ds_resource,2021-05-11 20:00:00,soft,1.0,j7,119,41.6,5.2,0.038365384615384614,0.0,0.0,0.0,52
DSD1,DSD1,ds_resource,2021-05-12 20:00:00,soft,1.0,j59,1729,624.8,78.10000000000001,0.002554417413572343,0.0,0.0,243.97336657118714,781
DSD2,DSD2,ds_resource,2021-05-12 20:00:00,soft,1.0,j60,474,158.4,19.8,0.010075757575757576,0.0,0.0,75.41151841796186,198
DPS1,DPS1,ds_resource,2021-05-12 20:00:00,soft,1.0,j57,3436,1126.4,140.8,0.001416903409090909,0.0,0.0,577.6618541906638,1408
LGB3,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j15,19,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB3,DLA5,fcds_resource,2021-05-12 12:00:00,soft,1.0,j65,72,0.0,0.0,100000000.0,1.1927448368374396,0.0,0.0,0
LGB3,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j66,188,0.0,0.0,100000000.0,0.012744837981127022,0.0,0.0,0
LGB7,DSD2,fcds_resource,2021-05-11 12:00:00,soft,1.0,j27,3,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB3,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j67,30,0.0,0.0,100000000.0,0.012744837981127022,0.0,0.0,0
LGB3,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j14,8,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB3,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j13,47,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j78,84,0.0,0.0,100000000.0,1.19000000109647,0.0,0.0,0
LGB7,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j79,51,0.0,0.0,100000000.0,0.060000001125172675,0.0,0.0,0
LGB7,DSD2,fcds_resource,2021-05-12 12:00:00,soft,1.0,j80,14,0.0,0.0,100000000.0,0.06000000112332926,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j87,16,0.0,0.0,100000000.0,0.3699999999955885,0.0,0.0,0
LGB3,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j68,77,1.6,0.2,0.9975,1.8799999999931836,1.8847117794498556,3.48471177944175,2
LGB3,DLA5,fcds_resource,2021-05-11 12:00:00,soft,1.0,j12,18,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j0,7,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j53,28,0.0,0.0,100000000.0,1.3000000000706242,0.0,0.0,0
LGB7,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j26,13,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j25,21,0.0,0.0,100000000.0,0.0,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j34,4,0.0,0.0,100000000.0,0.0,0.0,0.0,0
