fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r364' 'r4043' 'r5243'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r364': 0.0, 'r4043': 0.0, 'r5243': 0.0}"
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r364' 'r5243'],0.6315812559397617,2021-05-11 05:00:00,0.6315812559397617,0.0,0.0,"{'r92': 0.6315812559397617, 'r364': 0.0, 'r5243': 0.0}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r365' 'r4044' 'r5244'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r365': 0.0, 'r4044': 0.0, 'r5244': 0.0}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r365' 'r5244'],0.37894875356385704,2021-05-11 05:00:00,0.3789487535366785,0.0,2.717852068126859e-11,"{'r92': 0.3789487535366785, 'r365': 2.717852068126859e-11, 'r5244': 0.0}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r366' 'r4045' 'r5245'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r366': 0.0, 'r4045': 0.0, 'r5245': 0.0}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r366' 'r5245'],0.2526325023759047,2021-05-11 05:00:00,0.2526325023759047,0.0,0.0,"{'r92': 0.2526325023759047, 'r366': 0.0, 'r5245': 0.0}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r367' 'r4046' 'r5246'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r367': 0.0, 'r4046': 0.0, 'r5246': 0.0}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r367' 'r5246'],0.5052650047518094,2021-05-11 05:00:00,0.5052650047518094,0.0,0.0,"{'r92': 0.5052650047518094, 'r367': 0.0, 'r5246': 0.0}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r47' 'r92' 'r368' 'r4047' 'r5247'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r368': 0.0, 'r4047': 0.0, 'r5247': 0.0}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r92' 'r368' 'r5247'],0.5052650047518094,2021-05-11 05:00:00,0.5052650047250118,0.0,2.6797513381405387e-11,"{'r92': 0.5052650047250118, 'r368': 2.6797513381405387e-11, 'r5247': 0.0}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r47' 'r92' 'r369' 'r4048' 'r5248'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r369': 0.0, 'r4048': 0.0, 'r5248': 0.0}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r92' 'r369' 'r5248'],1.2631625118795233,2021-05-11 05:00:00,1.2631625118795233,0.0,0.0,"{'r92': 1.2631625118795233, 'r369': 0.0, 'r5248': 0.0}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r370' 'r4049' 'r5249'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r370': 0.0, 'r4049': 0.0, 'r5249': 0.0}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r370' 'r5249'],1.136846260691571,2021-05-11 05:00:00,1.136846260691571,0.0,0.0,"{'r92': 1.136846260691571, 'r370': 0.0, 'r5249': 0.0}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r371' 'r4050' 'r5250'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r371': 0.0, 'r4050': 0.0, 'r5250': 0.0}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r371' 'r5250'],0.6315812559397617,2021-05-11 05:00:00,0.6315812559397617,0.0,0.0,"{'r92': 0.6315812559397617, 'r371': 0.0, 'r5250': 0.0}"
BFL1,DPS1,90029,dim1,2021-05-12 23:59:59,3.07,not_defined,0,['r47' 'r92' 'r372' 'r4051' 'r5251'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r372': 0.0, 'r4051': 0.0, 'r5251': 0.0}"
