fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r364' 'r4043' 'r5243'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r364': 0.0, 'r4043': 0.0, 'r5243': 0.0}"
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r364' 'r5243'],1.8947437678192849,2021-05-11 05:00:00,1.8947437672818408,1.3436432194100717e-10,4.0309148364617086e-10,"{'r92': 1.8947437672818408, 'r364': 4.0309148364617086e-10, 'r5243': 1.3436432194100717e-10}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r365' 'r4044' 'r5244'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r365': 0.0, 'r4044': 0.0, 'r5244': 0.0}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r365' 'r5244'],1.136846260691571,2021-05-11 05:00:00,1.1368462601617226,1.343643163379835e-10,3.9548595568764405e-10,"{'r92': 1.1368462601617226, 'r365': 3.9548595568764405e-10, 'r5244': 1.343643163379835e-10}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r366' 'r4045' 'r5245'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r366': 0.0, 'r4045': 0.0, 'r5245': 0.0}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r366' 'r5245'],0.757897507127714,2021-05-11 05:00:00,0.757897506598723,1.3350848582222049e-10,3.954858972082247e-10,"{'r92': 0.757897506598723, 'r366': 3.954858972082247e-10, 'r5245': 1.3350848582222049e-10}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r367' 'r4046' 'r5246'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r367': 0.0, 'r4046': 0.0, 'r5246': 0.0}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r367' 'r5246'],1.515795014255428,2021-05-11 05:00:00,1.5157950137196539,1.3266350579971618e-10,4.03091461690521e-10,"{'r92': 1.5157950137196539, 'r367': 4.03091461690521e-10, 'r5246': 1.3266350579971618e-10}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r47' 'r92' 'r368' 'r4047' 'r5247'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r368': 0.0, 'r4047': 0.0, 'r5247': 0.0}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r92' 'r368' 'r5247'],1.515795014255428,2021-05-11 05:00:00,1.5157950137423115,1.3881346916316062e-10,3.742993123907007e-10,"{'r92': 1.5157950137423115, 'r368': 3.742993123907007e-10, 'r5247': 1.3881346916316062e-10}"
