type,resources,fc,ds,ead,first_cpt,base_cost,zipcode,sc,index,optimal_flow
amzl_direct,['j15' 'j6'],LGB3,DSD1,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r0,0.0
amzl_direct,['j26' 'j6'],LGB7,DSD1,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r1,0.0
amzl_direct,['j0' 'j5'],BFL1,DPS3,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r2,0.0
amzl_direct,['j12' 'j3'],LGB3,DLA5,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r3,0.0
amzl_direct,['j25' 'j4'],LGB7,DPS1,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r4,0.0
amzl_direct,['j13' 'j4'],LGB3,DPS1,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r5,0.0
amzl_direct,['j34' 'j6'],ONT6,DSD1,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r6,0.0
amzl_direct,['j27' 'j7'],LGB7,DSD2,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r7,0.0
amzl_direct,['j14' 'j5'],LGB3,DPS3,2021-05-11 20:00:01,2021-05-11 12:00:00,1.0,00000,,r8,0.0
amzl_direct,['j78' 'j57'],LGB7,DPS1,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r9,0.0
amzl_direct,['j67' 'j58'],LGB3,DPS3,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r10,0.0
amzl_direct,['j80' 'j60'],LGB7,DSD2,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r11,0.0
amzl_direct,['j87' 'j59'],ONT6,DSD1,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r12,0.0
amzl_direct,['j68' 'j59'],LGB3,DSD1,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r13,0.0
amzl_direct,['j66' 'j57'],LGB3,DPS1,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r14,0.0
amzl_direct,['j53' 'j58'],BFL1,DPS3,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r15,0.0
amzl_direct,['j65' 'j56'],LGB3,DLA5,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r16,0.0
amzl_direct,['j79' 'j59'],LGB7,DSD1,2021-05-12 20:00:01,2021-05-12 12:00:00,1.0,00000,,r17,0.0
amzl_indirect,['j29' 'j22' 'j18' 'j3'],LGB7,DLA5,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r18,0.0
amzl_indirect,['j29' 'j22' 'j20' 'j5'],LGB7,DPS3,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r19,0.0
amzl_indirect,['j29' 'j22' 'j19' 'j4'],LGB7,DPS1,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r20,0.0
amzl_indirect,['j42' 'j51' 'j18' 'j3'],ONT2,DLA5,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r21,0.0
amzl_indirect,['j42' 'j51' 'j49' 'j6'],ONT2,DSD1,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r22,0.0
amzl_indirect,['j42' 'j51' 'j50' 'j7'],ONT2,DSD2,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r23,0.0
amzl_indirect,['j43' 'j51' 'j18' 'j3'],ONT6,DLA5,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r24,0.0
amzl_indirect,['j43' 'j51' 'j49' 'j6'],ONT6,DSD1,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r25,0.0
amzl_indirect,['j43' 'j51' 'j50' 'j7'],ONT6,DSD2,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r26,0.0
amzl_indirect,['j45' 'j51' 'j18' 'j3'],PSP1,DLA5,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r27,0.0
amzl_indirect,['j45' 'j51' 'j49' 'j6'],PSP1,DSD1,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r28,0.0
amzl_indirect,['j45' 'j51' 'j50' 'j7'],PSP1,DSD2,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r29,0.0
amzl_indirect,['j46' 'j51' 'j18' 'j3'],SMF1,DLA5,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r30,0.0
amzl_indirect,['j46' 'j51' 'j49' 'j6'],SMF1,DSD1,2021-05-11 20:00:01,2021-05-11 05:00:00,1.0,00000,,r31,0.0
