origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LAX5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j52,11497,8959.2,1119.9,0.00017814090543798552,0.0,0.0,0.0,11199
LGB5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j74,11497,9168.0,1146.0,0.00017408376963350786,0.0,0.0,2.6608905083958122e-06,11460
LAX5,FINAL,ddu,2021-05-12 15:00:00,soft,1.0,j105,11497,8729.6,1091.2,0.00018282624633431086,0.0,0.0,278.0524568773695,10912
LGB5,FINAL,ddu,2021-05-11 15:00:00,soft,1.0,j21,11497,9136.0,1142.0,0.00017469352014010508,0.0,0.0,0.0,11420
DLA5,DLA5,ds_resource,2021-05-12 20:00:00,soft,1.0,j56,1906,1064.0,133.0,0.0015,3.5519736249994454e-12,0.04964020619355025,298.65455868580176,1330
DLA5,DLA5,ds_resource,2021-05-11 20:00:00,soft,1.0,j3,476,218.4,27.3,0.007307692307692308,0.0,0.0,0.0,273
DPS1,DPS1,ds_resource,2021-05-11 20:00:00,soft,1.0,j4,859,201.6,25.200000000000003,0.007916666666666666,0.0,0.0,0.0,252
DPS3,DPS3,ds_resource,2021-05-11 20:00:00,soft,1.0,j5,183,40.8,5.1000000000000005,0.03911764705882353,0.0,0.0,0.0,51
DSD1,DSD1,ds_resource,2021-05-11 20:00:00,soft,1.0,j6,432,151.2,18.900000000000002,0.010555555555555554,0.0,0.0,0.0,189
DPS3,DPS3,ds_resource,2021-05-12 20:00:00,soft,1.0,j58,732,389.6,48.7,0.004096509240246407,6.21662306108352e-11,0.029835378367681423,343.46731532963867,487
DSD2,DSD2,ds_resource,2021-05-11 20:00:00,soft,1.0,j7,119,41.6,5.2,0.038365384615384614,0.0,0.0,0.0,52
DSD1,DSD1,ds_resource,2021-05-12 20:00:00,soft,1.0,j59,1729,933.6,116.7,0.0017095115681233933,1.6769988574203556e-11,0.04723700579291115,768.2929401770541,1167
DSD2,DSD2,ds_resource,2021-05-12 20:00:00,soft,1.0,j60,474,240.0,30.0,0.0066500000000000005,0.0,0.0,197.58095155612202,300
DPS1,DPS1,ds_resource,2021-05-12 20:00:00,soft,1.0,j57,3436,1893.6,236.70000000000002,0.0008428390367553866,1.041138815867275e-11,0.0682560131499507,1627.851684454206,2367
LGB3,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j15,19,0.0,0.0,100000000.0,1.8499999994986576,0.0,0.0,0
LGB3,DLA5,fcds_resource,2021-05-12 12:00:00,soft,1.0,j65,72,7.2,0.9,0.22166666666666668,1.140000009640733,5.142857188719301,12.342857186349166,9
LGB3,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j66,188,0.0,0.0,100000000.0,0.36680680491841217,0.0,0.0,0
LGB7,DSD2,fcds_resource,2021-05-11 12:00:00,soft,1.0,j27,3,0.0,0.0,100000000.0,0.5999999892436829,0.0,0.0,0
LGB3,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j67,30,0.0,0.0,100000000.0,0.42385170948061673,0.0,0.0,0
LGB3,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j14,8,0.0,0.0,100000000.0,0.42385170954278295,0.0,0.0,0
LGB3,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j13,47,0.0,0.0,100000000.0,0.36680680492882356,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j78,84,0.0,0.0,100000000.0,1.37999999993711,0.0,0.0,0
LGB7,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j79,51,0.0,0.0,100000000.0,0.31000005032364547,0.0,0.0,0
LGB7,DSD2,fcds_resource,2021-05-12 12:00:00,soft,1.0,j80,14,0.0,0.0,100000000.0,0.5999999905195508,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j87,16,0.0,0.0,100000000.0,0.4100000510679495,0.0,0.0,0
LGB3,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j68,77,24.0,3.0,0.0665,1.8499999994818879,27.819548865849967,51.81954886438932,30
LGB3,DLA5,fcds_resource,2021-05-11 12:00:00,soft,1.0,j12,18,0.0,0.0,100000000.0,1.1400000000777126,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j0,7,0.0,0.0,100000000.0,1.9400000008206137,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j53,28,0.0,0.0,100000000.0,1.9400000007584475,0.0,0.0,0
LGB7,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j26,13,0.0,0.0,100000000.0,0.31000004963370587,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j25,21,0.0,0.0,100000000.0,1.379999998904084,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j34,4,0.0,0.0,100000000.0,0.4100000510847195,0.0,0.0,0
LGB7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j29,99,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB6,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j77,60,14.4,1.8,0.2804083333333333,1.1831931906730302,4.219536478279154,18.61953647599524,18
PHX6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.29,j97,192,54.4,6.800000000000001,0.15519926470588236,3.3199999999147716,21.39185392619491,75.791853925381,68
LAS7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.36,j11,130,0.8,0.1,8.698200000000002,0.0,0.0,0.0,1
LGB7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j82,396,254.4,31.8,0.015872169811320752,1.0131931956690714,63.83457383304619,318.2345738303873,318
FAT1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.26,j9,134,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j84,146,29.6,3.7,0.2890054054054054,3.763193194317226,13.02118619285301,42.62118619213493,37
ONT2,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j86,119,38.4,4.800000000000001,0.106815625,1.203193198066103,11.264205946517546,49.664205944272474,48
LGB7,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j40,99,16.8,2.1,0.24034999999999995,0.0,0.0,0.0,21
ONT2,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j33,30,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j31,37,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,3.36,j2,141,1.6,0.2,3.3516,0.0,0.0,0.0,2
LGB7,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j93,396,271.2,33.9,0.014888938053097343,0.30999999868805633,20.820826691086236,292.0208266823695,339
OAK4,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j94,146,34.4,4.3,0.2486790697674419,5.020023145481682,20.186753755798406,54.58675375519299,43
LGB6,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j24,15,8.8,1.1,0.4588499999999999,0.0,0.0,0.0,11
ONT2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j95,119,46.4,5.800000000000001,0.08839913793103447,1.3500000092225366,15.271642246700313,61.67164224469847,58
ONT6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.56,j96,269,127.2,15.9,0.032120754716981136,0.40999999926346964,12.764332690427828,139.96433268383683,159
PSP1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.64,j98,908,335.2,41.900000000000006,0.012569928400954652,0.5300000001083653,42.164122440999876,377.3641224359011,419
BFL1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,3.36,j55,564,232.8,29.1,0.023035051546391752,1.5161482916579676,65.81918380540876,298.61918380362647,291
LGB3,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.48,j17,337,64.0,8.0,0.061845000000000004,0.0,0.0,0.0,80
FAT1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.26,j62,536,153.6,19.200000000000003,0.04426406249999999,2.4461482912786336,55.262625099707755,208.8626250986029,192
TUS2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,6.29,j47,105,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j41,37,1.6,0.2,5.3466,0.0,0.0,0.0,2
SMF1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.93,j46,76,0.0,0.0,100000000.0,0.0,0.0,0.0,0
PSP1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.64,j45,227,4.8,0.6000000000000001,0.8777999999999999,0.0,0.0,0.0,6
LAS7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.36,j64,518,163.2,20.400000000000002,0.04263823529411765,2.863193193557728,67.15083712653028,230.35083712558617,204
ONT6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.56,j43,67,0.0,0.0,100000000.0,0.0,0.0,0.0,0
ONT2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j42,30,1.6,0.2,2.563575,0.0,0.0,0.0,2
LGB3,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.48,j70,1348,1037.6,129.70000000000002,0.0038146491904394756,3.8013651664557344e-10,0.032336744535630506,1027.9020127488034,1297
TUS2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,6.29,j100,418,103.2,12.9,0.09727558139534884,4.310000000307421,44.30711118396348,147.50711118333666,129
SMF1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.93,j99,304,73.6,9.200000000000001,0.1285907608695652,4.160772615676241,32.35669956086654,105.95669956021769,92
PHX6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.29,j44,48,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,LGB5,sc_resource,2021-05-11 10:00:00,soft,1.0,j22,920,72.8,9.1,0.021923076923076924,0.0,0.0,0.0,91
LAX5,LAX5,sc_resource,2021-05-11 10:00:00,soft,1.0,j51,920,209.6,26.200000000000003,0.007614503816793893,0.0,0.0,0.0,262
LAX5,LAX5,sc_resource,2021-05-12 10:00:00,soft,1.0,j104,3679,1787.2,223.4,0.0008930170098478067,5.134033169353192e-12,0.0666478643028316,1254.8633424709367,2234
LGB5,LGB5,sc_resource,2021-05-12 10:00:00,soft,1.0,j75,3679,1917.6,239.70000000000002,0.0008322903629536921,0.23077261227899246,277.27416123113073,2194.8741612194167,2397
LAX5,DLA5,scds_resource,2021-05-12 15:00:00,soft,1.0,j101,741,182.4,22.8,0.00875,0.9092273881201823,103.91170150242138,286.3117014994526,228
LAX5,DSD1,scds_resource,2021-05-12 15:00:00,soft,1.0,j102,1345,717.6,89.7,0.0022240802675585285,5.17993459262781e-08,0.04188618357232049,716.4733913126645,897
LAX5,DSD2,scds_resource,2021-05-12 15:00:00,soft,1.0,j103,369,167.2,20.900000000000002,0.009545454545454544,0.28999999212661226,30.38095156544065,197.58095155612202,209
LGB5,DLA5,scds_resource,2021-05-11 15:00:00,soft,1.0,j18,185,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,DPS3,scds_resource,2021-05-12 15:00:00,soft,1.0,j73,570,306.4,38.300000000000004,0.0052088772845953,0.19307909682148763,37.06731534363172,343.46731532963867,383
