fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r364' 'r4043' 'r5243'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772119016,1.9136067380421474e-10,3.7451684721338474e-10,"{'r47': 0.5199777724324434, 'r92': 4.779458267026461e-09, 'r364': 3.7451684721338474e-10, 'r4043': 0.0, 'r5243': 1.9136067380421474e-10}"
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r364' 'r5243'],5.0,2021-05-11 05:00:00,4.999999999394497,1.9934237818939522e-10,4.063608424688883e-10,"{'r92': 4.999999999394497, 'r364': 4.063608424688883e-10, 'r5243': 1.9934237818939522e-10}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r365' 'r4044' 'r5244'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772164677,1.9136067381451148e-10,3.6995033916493575e-10,"{'r47': 0.5199777724370094, 'r92': 4.779458273324151e-09, 'r365': 3.6995033916493575e-10, 'r4044': 0.0, 'r5244': 1.9136067381451148e-10}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r365' 'r5244'],3.0,2021-05-11 05:00:00,2.9999999993996713,1.9934211940627146e-10,4.0098928783653043e-10,"{'r92': 2.9999999993996713, 'r365': 4.0098928783653043e-10, 'r5244': 1.9934211940627146e-10}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r366' 'r4045' 'r5245'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772176606,1.9016132830701112e-10,3.699503391750472e-10,"{'r47': 0.5199777724382023, 'r92': 4.779458274978407e-09, 'r366': 3.699503391750472e-10, 'r4045': 0.0, 'r5245': 1.9016132830701112e-10}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r366' 'r5245'],2.0,2021-05-11 05:00:00,1.9999999994009816,1.980406616785264e-10,4.009879767311191e-10,"{'r92': 1.9999999994009816, 'r366': 4.009879767311191e-10, 'r5245': 1.980406616785264e-10}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r367' 'r4046' 'r5246'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772142865,1.8897692285665815e-10,3.7451684723397823e-10,"{'r47': 0.5199777724348282, 'r92': 4.779458270312949e-09, 'r367': 3.7451684723397823e-10, 'r4046': 0.0, 'r5246': 1.8897692285665815e-10}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r367' 'r5246'],4.0,2021-05-11 05:00:00,3.999999999396904,1.967568754237182e-10,4.0636043853062834e-10,"{'r92': 3.999999999396904, 'r367': 4.0636043853062834e-10, 'r5246': 1.967568754237182e-10}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r47' 'r92' 'r368' 'r4047' 'r5247'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772232931,1.9759171837238623e-10,3.5689539362531365e-10,"{'r47': 0.5199777724438348, 'r92': 4.7794582827389225e-09, 'r368': 3.5689539362531365e-10, 'r4047': 0.0, 'r5247': 1.9759171837238623e-10}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r92' 'r368' 'r5247'],4.0,2021-05-11 05:00:00,3.999999999408222,2.0611315154897262e-10,3.856976997260565e-10,"{'r92': 3.999999999408222, 'r368': 3.856976997260565e-10, 'r5247': 2.0611315154897262e-10}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r47' 'r92' 'r369' 'r4048' 'r5248'],1.0399555555555555,2021-05-11 00:00:00,1.0399555549825847,1.8897860548260508e-10,3.840035711265988e-10,"{'r47': 1.0399555502020998, 'r92': 4.780484933933739e-09, 'r369': 3.840035711265988e-10, 'r4048': 0.0, 'r5248': 1.8897860548260508e-10}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r92' 'r369' 'r5248'],10.0,2021-05-11 05:00:00,9.999999999385778,1.9675715904393908e-10,4.1754615176706715e-10,"{'r92': 9.999999999385778, 'r369': 4.1754615176706715e-10, 'r5248': 1.9675715904393908e-10}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r370' 'r4049' 'r5249'],1.0399555555555555,2021-05-11 00:00:00,1.0399555549686006,1.87808841918529e-10,3.9915913227710885e-10,"{'r47': 1.0399555501881157, 'r92': 4.780484929114122e-09, 'r370': 3.9915913227710885e-10, 'r4049': 0.0, 'r5249': 1.87808841918529e-10}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r370' 'r5249'],9.0,2021-05-11 05:00:00,8.99999999936924,1.9548941867910466e-10,4.355269005867038e-10,"{'r92': 8.99999999936924, 'r370': 4.355269005867038e-10, 'r5249': 1.9548941867910466e-10}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r371' 'r4050' 'r5250'],0.5199777777777778,2021-05-11 00:00:00,0.5199777771931213,1.8551060649866704e-10,3.9915162868608546e-10,"{'r47': 0.519977772413663, 'r92': 4.779458241118265e-09, 'r371': 3.9915162868608546e-10, 'r4050': 0.0, 'r5250': 1.8551060649866704e-10}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r371' 'r5250'],5.0,2021-05-11 05:00:00,4.999999999371533,1.9300220276313183e-10,4.3552607558233064e-10,"{'r92': 4.999999999371533, 'r371': 4.3552607558233064e-10, 'r5250': 1.9300220276313183e-10}"
BFL1,DPS1,90029,dim1,2021-05-12 23:59:59,3.07,not_defined,0,['r47' 'r92' 'r372' 'r4051' 'r5251'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772010575,1.878071800209606e-10,3.8891878660811625e-10,"{'r47': 0.5199777724215993, 'r92': 4.779458252063624e-09, 'r372': 3.8891878660811625e-10, 'r4051': 0.0, 'r5251': 1.878071800209606e-10}"
BFL1,DPS1,90029,dim1,2021-05-12 23:59:59,3.07,not_defined,0,['r92' 'r372' 'r5251'],3.0,2021-05-11 05:00:00,2.9999999993811333,1.9548900389241729e-10,4.233704553975186e-10,"{'r92': 2.9999999993811333, 'r372': 4.233704553975186e-10, 'r5251': 1.9548900389241729e-10}"
BFL1,DPS1,90031,dim1,2021-05-12 23:59:59,3.09,not_defined,0,['r47' 'r92' 'r373' 'r4052' 'r5252'],0.5199777777777778,2021-05-11 00:00:00,0.5199777772060102,1.9257524384281318e-10,3.791974982288621e-10,"{'r47': 0.519977772426552, 'r92': 4.779458258896639e-09, 'r373': 3.791974982288621e-10, 'r4052': 0.0, 'r5252': 1.9257524384281318e-10}"
