fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r364' 'r4043' 'r5243'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r364': 0.0, 'r4043': 0.0, 'r5243': 0.0}"
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r364' 'r5243'],4.421068791578332,2021-05-11 05:00:00,4.421068787153136,1.1743810917208702e-09,3.2508089999358397e-09,"{'r92': 4.421068787153136, 'r364': 3.2508089999358397e-09, 'r5243': 1.1743810917208702e-09}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r365' 'r4044' 'r5244'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r365': 0.0, 'r4044': 0.0, 'r5244': 0.0}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r365' 'r5244'],2.6526412749469994,2021-05-11 05:00:00,2.652641270581862,1.1743773742266724e-09,3.190767319175455e-09,"{'r92': 2.652641270581862, 'r365': 3.190767319175455e-09, 'r5244': 1.1743773742266724e-09}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r366' 'r4045' 'r5245'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r366': 0.0, 'r4045': 0.0, 'r5245': 0.0}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r366' 'r5245'],1.7684275166313328,2021-05-11 05:00:00,1.7684275122741568,1.1664470319712906e-09,3.1907334872651025e-09,"{'r92': 1.7684275122741568, 'r366': 3.1907334872651025e-09, 'r5245': 1.1664470319712906e-09}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r367' 'r4046' 'r5246'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r367': 0.0, 'r4046': 0.0, 'r5246': 0.0}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r367' 'r5246'],3.5368550332626656,2021-05-11 05:00:00,3.5368550288532017,1.1586343886260878e-09,3.2507984705103535e-09,"{'r92': 3.5368550288532017, 'r367': 3.2507984705103535e-09, 'r5246': 1.1586343886260878e-09}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r47' 'r92' 'r368' 'r4047' 'r5247'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r368': 0.0, 'r4047': 0.0, 'r5247': 0.0}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r92' 'r368' 'r5247'],3.5368550332626656,2021-05-11 05:00:00,3.536855029023664,1.2156810666528737e-09,3.023339175580479e-09,"{'r92': 3.536855029023664, 'r368': 3.023339175580479e-09, 'r5247': 1.2156810666528737e-09}"
