fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,amzl_optimal_flow,ddu_optimal_flow,3p_optimal_flow,optimal_flows_on_each_route
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r364' 'r4043' 'r5243'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r364': 0.0, 'r4043': 0.0, 'r5243': 0.0}"
BFL1,DPS1,90012,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r364' 'r5243'],2.5263250237590467,2021-05-11 05:00:00,2.5263250234700525,2.9835383073382605e-11,2.5915809417704055e-10,"{'r92': 2.5263250234700525, 'r364': 2.5915809417704055e-10, 'r5243': 2.9835383073382605e-11}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r365' 'r4044' 'r5244'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r365': 0.0, 'r4044': 0.0, 'r5244': 0.0}"
BFL1,DPS1,90013,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r365' 'r5244'],1.5157950142554282,2021-05-11 05:00:00,1.5157950139801037,2.983538293740569e-11,2.4548896530431973e-10,"{'r92': 1.5157950139801037, 'r365': 2.4548896530431973e-10, 'r5244': 2.983538293740569e-11}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r366' 'r4045' 'r5245'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r366': 0.0, 'r4045': 0.0, 'r5245': 0.0}"
BFL1,DPS1,90014,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r366' 'r5245'],1.0105300095036187,2021-05-11 05:00:00,1.0105300092284841,2.9645348484309775e-11,2.4548895403514525e-10,"{'r92': 1.0105300092284841, 'r366': 2.4548895403514525e-10, 'r5245': 2.9645348484309775e-11}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r367' 'r4046' 'r5246'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r367': 0.0, 'r4046': 0.0, 'r5246': 0.0}"
BFL1,DPS1,90017,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r367' 'r5246'],2.0210600190072374,2021-05-11 05:00:00,2.0210600187186207,2.9457719948107855e-11,2.59158090416651e-10,"{'r92': 2.0210600187186207, 'r367': 2.59158090416651e-10, 'r5246': 2.9457719948107855e-11}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r47' 'r92' 'r368' 'r4047' 'r5247'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r368': 0.0, 'r4047': 0.0, 'r5247': 0.0}"
BFL1,DPS1,90022,dim1,2021-05-12 23:59:59,3.14,not_defined,0,['r92' 'r368' 'r5247'],2.0210600190072374,2021-05-11 05:00:00,2.021060018764463,3.0823309607426454e-11,2.1195128610483962e-10,"{'r92': 2.021060018764463, 'r368': 2.1195128610483962e-10, 'r5247': 3.0823309607426454e-11}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r47' 'r92' 'r369' 'r4048' 'r5248'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r369': 0.0, 'r4048': 0.0, 'r5248': 0.0}"
BFL1,DPS1,90026,dim1,2021-05-12 23:59:59,3.08,not_defined,0,['r92' 'r369' 'r5248'],5.052650047518093,2021-05-11 05:00:00,5.052650047197005,2.945772009697638e-11,2.916353085999501e-10,"{'r92': 5.052650047197005, 'r369': 2.916353085999501e-10, 'r5248': 2.945772009697638e-11}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r370' 'r4049' 'r5249'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r370': 0.0, 'r4049': 0.0, 'r5249': 0.0}"
BFL1,DPS1,90027,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r370' 'r5249'],4.547385042766284,2021-05-11 05:00:00,4.54738504237786,2.927245140622007e-11,3.591466913074854e-10,"{'r92': 4.54738504237786, 'r370': 3.591466913074854e-10, 'r5249': 2.927245140622007e-11}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r371' 'r4050' 'r5250'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r371': 0.0, 'r4050': 0.0, 'r5250': 0.0}"
BFL1,DPS1,90028,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r92' 'r371' 'r5250'],2.5263250237590467,2021-05-11 05:00:00,2.526325023370991,2.8908818384606605e-11,3.591466785478671e-10,"{'r92': 2.526325023370991, 'r371': 3.591466785478671e-10, 'r5250': 2.8908818384606605e-11}"
BFL1,DPS1,90029,dim1,2021-05-12 23:59:59,3.07,not_defined,0,['r47' 'r92' 'r372' 'r4051' 'r5251'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r372': 0.0, 'r4051': 0.0, 'r5251': 0.0}"
BFL1,DPS1,90029,dim1,2021-05-12 23:59:59,3.07,not_defined,0,['r92' 'r372' 'r5251'],1.5157950142554282,2021-05-11 05:00:00,1.5157950139150251,2.9272451187997e-11,3.111304254623899e-10,"{'r92': 1.5157950139150251, 'r372': 3.111304254623899e-10, 'r5251': 2.9272451187997e-11}"
BFL1,DPS1,90031,dim1,2021-05-12 23:59:59,3.09,not_defined,0,['r47' 'r92' 'r373' 'r4052' 'r5252'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r373': 0.0, 'r4052': 0.0, 'r5252': 0.0}"
BFL1,DPS1,90031,dim1,2021-05-12 23:59:59,3.09,not_defined,0,['r92' 'r373' 'r5252'],2.0210600190072374,2021-05-11 05:00:00,2.0210600187027703,3.002786936345306e-11,2.7443919288272035e-10,"{'r92': 2.0210600187027703, 'r373': 2.7443919288272035e-10, 'r5252': 3.002786936345306e-11}"
BFL1,DPS1,90032,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r47' 'r92' 'r374' 'r4053' 'r5253'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r374': 0.0, 'r4053': 0.0, 'r5253': 0.0}"
BFL1,DPS1,90032,dim1,2021-05-12 23:59:59,3.1,not_defined,0,['r92' 'r374' 'r5253'],3.0315900285108563,2021-05-11 05:00:00,3.0315900282210775,3.0620524766179414e-11,2.5915809668387426e-10,"{'r92': 3.0315900282210775, 'r374': 2.5915809668387426e-10, 'r5253': 3.0620524766179414e-11}"
BFL1,DPS1,90033,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r47' 'r92' 'r375' 'r4054' 'r5254'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r375': 0.0, 'r4054': 0.0, 'r5254': 0.0}"
BFL1,DPS1,90033,dim1,2021-05-12 23:59:59,3.11,not_defined,0,['r92' 'r375' 'r5254'],1.0105300095036187,2021-05-11 05:00:00,1.0105300092281018,3.002786910462659e-11,2.454889540348673e-10,"{'r92': 1.0105300092281018, 'r375': 2.454889540348673e-10, 'r5254': 3.002786910462659e-11}"
BFL1,DPS1,90039,dim1,2021-05-12 23:59:59,3.06,not_defined,0,['r47' 'r92' 'r376' 'r4055' 'r5255'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r376': 0.0, 'r4055': 0.0, 'r5255': 0.0}"
BFL1,DPS1,90039,dim1,2021-05-12 23:59:59,3.06,not_defined,0,['r92' 'r376' 'r5255'],2.5263250237590467,2021-05-11 05:00:00,2.526325023395982,2.964534878681841e-11,3.3341870400205187e-10,"{'r92': 2.526325023395982, 'r376': 3.3341870400205187e-10, 'r5255': 2.964534878681841e-11}"
BFL1,DPS1,90041,dim1,2021-05-12 23:59:59,3.05,not_defined,0,['r47' 'r92' 'r377' 'r4056' 'r5256'],0.0,2021-05-11 00:00:00,0.0,0.0,0.0,"{'r47': 0.0, 'r92': 0.0, 'r377': 0.0, 'r4056': 0.0, 'r5256': 0.0}"
